sku,field,ua_or_diff,ru_or_bad,url
2608874266,meta_keys,"плита газовая, плита на газу, плита на газе, пимак, плита газовая пимак, пімак, плита пімак, газова пліта, газова плита, плита настольная, газ плита настольная, газовый контроллер, goodfood, gp2, гудф","пімак, пімак, пліта",https://labresta.com.ua/plyta-hazova-goodfood-gp6n/
1495708042,mod_name,Плита індукційна AIRHOT IP3500 T,індукційна,https://labresta.com.ua/plyta-induktsiina-airhot-ip3500-t/
1495708042,meta_keys,"индукционка, індукційна плита, AIRHOT IP 3500, AIRHOT, IP 3500, индуционная, настольная, промышленная, профессиональная, AIRHOT IP3500 D, Плита индукционная AIRHOT IP3500 D, Плита индукционная AIRHOT,",індукційна,https://labresta.com.ua/plyta-induktsiina-airhot-ip3500-t/
1495708042,descr_full,"Плита індукційна AIRHOT IP3500 T призначена для професійного використання. Тепло передається безпосередньо до дна посуду, не нагріваючи конфорку, завдяки чому плита витрачає менше енергії. Електронний","індукційна, професійного, передається, нагріваючи, витрачає, енергії, Матеріал, нержавіюча, рівнів, потужності",https://labresta.com.ua/plyta-induktsiina-airhot-ip3500-t/
1907758512,mod_name,"Плита індукційна INDOKOR IN7000 D (2х3,5 кВт)",індукційна,https://labresta.com.ua/plyta-induktsiina-indokor-in7000-d-2kh35-kvt/
1907758512,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, плита индукционная indokor in7000 d, плита индукционная indokor in7000 d двухко",індукційна,https://labresta.com.ua/plyta-induktsiina-indokor-in7000-d-2kh35-kvt/
1907758512,descr_full,"Плита індукційна на 2 конфорки INDOKOR IN7000 D зі склокерамічною поверхнею. Індукційна плита - кухонна електрична плита, що розігріває металевий посуд індукованими вихровими струмами, що створюються ","індукційна, зі, склокерамічною, Індукційна, розігріває, індукованими, магнітним, потрібно, розігрів, нагрівання",https://labresta.com.ua/plyta-induktsiina-indokor-in7000-d-2kh35-kvt/
1907769933,mod_name,Плита індукційна INDOKOR IN3500 WOK,індукційна,https://labresta.com.ua/plyta-induktsiina-indokor-in3500-wok/
1907769933,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, плита индукционная профессиональная, профессиональная плита индукционная in7000","індукційна, індукційна",https://labresta.com.ua/plyta-induktsiina-indokor-in3500-wok/
1907769933,descr_full,"Плита індукційна WOK INDOKOR IN3500 із склокерамічною поверхнею. Індукційна плита - кухонна електрична плита, що розігріває металевий посуд індукованими вихровими струмами, що створюються високочастот","індукційна, із, склокерамічною, Індукційна, розігріває, індукованими, магнітним, потрібно, розігрів, нагрівання",https://labresta.com.ua/plyta-induktsiina-indokor-in3500-wok/
1907792532,mod_name,Плита індукційна INDOKOR IN5000S WOK,індукційна,https://labresta.com.ua/plyta-induktsiina-indokor-in5000s-wok/
1907792532,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, плита индукционная профессиональная, профессиональная плита индукционная, индук","індукційна, індукц",https://labresta.com.ua/plyta-induktsiina-indokor-in5000s-wok/
1907792532,descr_full,"Плита індукційна WOK INDOKOR IN5000S із склокерамічною поверхнею. Індукційна плита - кухонна електрична плита, що розігріває металевий посуд індукованими вихровими струмами, що створюються високочасто","індукційна, із, склокерамічною, Індукційна, розігріває, індукованими, магнітним, потрібно, розігрів, нагрівання",https://labresta.com.ua/plyta-induktsiina-indokor-in5000s-wok/
475227571,descr_full,"Технічні характеристики: 4 конфорки на вікдритій базі решітки та пальники з чавуну механічне керування газова потужність 19,5 кВт (2х3,5 + 5,5 + 7) габарити 800х700х900 мм","Технічні, вікдритій, базі, решітки, механічне, потужність",https://labresta.com.ua/plyta-hazova-kogast-pst47-p/
477234389,meta_keys,"индукционка, індукційна, плита, goodfood, ic30, good, food, ic, 30, индуционная, настольная, промышленная, профессиональная, печка",індукційна,https://labresta.com.ua/plyta-induktsiina-goodfood-ic30-nastilna/
477685566,mod_name,Плита індукційна AIRHOT IP 3500 настільна,"індукційна, настільна",https://labresta.com.ua/plyta-induktsiina-airhot-ip-3500-nastilna/
477685566,meta_keys,"индукционка, індукційна плита, airhot ip 3500, airhot, ip 3500, индуционная, настольная, промышленная, профессиональная",індукційна,https://labresta.com.ua/plyta-induktsiina-airhot-ip-3500-nastilna/
477685566,descr_full,Плита індукційна AIRHOT призначена для професійного використання. Електронний таймер 3 години Регулювання потужності Діаметр посуду від 12 до 26 см. Макс. навантаження на поверхню: 25 кг Робоча поверх,"індукційна, професійного, потужності, Діаметр, від, зі, спеціального, стійкого, із, неіржавкої",https://labresta.com.ua/plyta-induktsiina-airhot-ip-3500-nastilna/
503866431,meta_keys,"pimak, плита газовая, плита на газу, плита на газе, пимак, плита газовая пимак, пімак, плита пімак, газова пліта, газова плита, плита настольная, газ плита настольная, газовый контроллер, pimak 70mx 6","пімак, пімак, пліта",https://labresta.com.ua/plyta-hazova-nastilna-z-hazovym-kontrolerom-pimak-70mx-6s/
503960072,meta_keys,"pimak, плита газовая, плита на газу, плита на газе, пимак, плита газовая пимак, пімак, плита пімак, газова пліта, газова плита, pimak м018, м018, газ плита, плита газовая 1 конфорочная pimak м018, пли","пімак, пімак, пліта",https://labresta.com.ua/plyta-hazova-pimak-m018-pod-balon-400kh500kh500-mm/
507512465,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, техма, напольная индукционная плита, напольная индукционка, tehma, промышленная, профессиональная, 4, конфорки, на, 4 х, ко",індукційна,https://labresta.com.ua/plyta-induktsiina-tehma-4-kh-35-kvt-na-4-konforky-pidlohova-800kh800-mm/
507517792,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, техма, tehma, промышленная, профессиональная, 3, 5, настольная, 1, конфорка, одна, одноконфорочная, украинская",індукційна,https://labresta.com.ua/plyta-induktsiina-tehma-35-kvt-nastilna-na-1-konforku/
520702072,mod_name,Плита індукційна REEDNEE AMCD108,індукційна,https://labresta.com.ua/plyta-induktsiina-reednee-amcd108/
520702072,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, ewt inox memo1, memo1, ewt inox, промышленная, профессиональная, reednee amcd108, reednee, amcd108",індукційна,https://labresta.com.ua/plyta-induktsiina-reednee-amcd108/
520702072,descr_full,Плита індукційна REEDNEE AMCD108 на одну конфорку. Корпус виготовлений із неіржавкої сталі Поверхня — скло. Максимальне навантаження на скло 60 кг. Таймер. Електронний дисплей. Діапазон температури ві,"індукційна, із, неіржавкої, сталі, Діапазон, від, від, перегрівання, Діаметр, Потужність",https://labresta.com.ua/plyta-induktsiina-reednee-amcd108/
520702291,mod_name,Плита індукційна REEDNEE AMCD204,індукційна,https://labresta.com.ua/plyta-induktsiina-reednee-amcd204/
520702291,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, ewt inox, ewt inox memo2, промышленная, профессиональная, reednee amcd204, reednee плита, reednee, amcd204, инд",індукційна,https://labresta.com.ua/plyta-induktsiina-reednee-amcd204/
520702291,descr_full,Плита індукційна REEDNEE AMCD204 на две конфорки. Корпус виготовлений із неіржавкої сталі Поверхня — скло. Максимальне навантаження на скло 60 кг. Таймер. Електронний дисплей. Діапазон температури від,"індукційна, із, неіржавкої, сталі, Діапазон, від, від, перегрівання, Діаметр, Потужність",https://labresta.com.ua/plyta-induktsiina-reednee-amcd204/
571184972,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, техма, напольная индукционная плита, напольная индукционка, tehma, промышленная, профессиональная, 2, конфорки, на, 2 х, ко",індукційна,https://labresta.com.ua/plyta-induktsiina-tehma-2-kh-35-kvt-na-2-konforky-pidlohova-400kh900-mm/
571184974,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, техма, напольная индукционная плита, напольная индукционка, tehma, промышленная, профессиональная, 4, конфорки, на, 4 х, ко",індукційна,https://labresta.com.ua/plyta-induktsiina-tehma-4-kh-35-kvt-na-4-konforky-pidlohova-800kh900-mm/
571184977,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, техма, напольная индукционная плита, напольная индукционка, tehma, промышленная, профессиональная, 6, конфорки, на, 6 х, ко",індукційна,https://labresta.com.ua/plyta-induktsiina-tehma-6-kh-35-kvt-na-6-konforok-pidlohova-1100kh800-mm/
571184978,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, техма, напольная индукционная плита, напольная индукционка, tehma, промышленная, профессиональная, 6, конфорки, на, 6 х, ко",індукційна,https://labresta.com.ua/plyta-induktsiina-tehma-6-kh-35-kvt-na-6-konforok-pidlohova-1100kh900-mm/
595332179,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, напольная индукционная плита, напольная индукционка, промышленная, профессиональная, плита индукционная hendi kitchen line,",індукційна,https://labresta.com.ua/plyta-induktsiina-hendi-239780-kitchen-line/
595334908,mod_name,Плита індукційна Hendi 239209 Economic Model 1800,індукційна,https://labresta.com.ua/plyta-induktsiina-hendi-239209-economic-model-1800/
595334908,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, напольная индукционная плита, напольная индукционка, промышленная, профессиональная, плита индукционная hendi kitchen line,",індукційна,https://labresta.com.ua/plyta-induktsiina-hendi-239209-economic-model-1800/
595334908,descr_full,"Плита індукційна зі склокерамічною поверхнею. Корпус виконаний з ABS-пластмаси Електронне регулювання потужності, температури і часу Негайна реакція на зміни в установці температури: висока-низька При","індукційна, зі, склокерамічною, потужності, і, реакція, зміни, установці, індукційних, і",https://labresta.com.ua/plyta-induktsiina-hendi-239209-economic-model-1800/
616390853,mod_name,Плита індукційна FROSTY 35-KP4N,індукційна,https://labresta.com.ua/plyta-induktsiina-frosty-35-kp4n/
616390853,meta_keys,"индукционка, індукційна плита, напольная, индукционная плита, стеклокерамическая плита, frosty, 35 kp4, промышленная, профессиональная, 35, kp4, kp, 4, конфорки, плита, индукционная, індукційна, індук","індукційна, індукційна, індукціонна, професійна",https://labresta.com.ua/plyta-induktsiina-frosty-35-kp4n/
616390853,descr_full,"Плита індукційна на підлогу FROSTY 35-KP4N зі склокерамічною поверхнею. Корпус з нержавіючої сталі. Конфорки розміром 280х280 мм по 3,5 кВт Діаметр посуду від 120 до 280 мм Максимальне навантаження на","індукційна, підлогу, зі, склокерамічною, нержавіючої, сталі, розміром, Діаметр, від, від",https://labresta.com.ua/plyta-induktsiina-frosty-35-kp4n/
651340510,mod_name,Плита індукційна 239230 Hendi 2000,індукційна,https://labresta.com.ua/plyta-induktsiina-239230-hendi-2000/
651340510,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, напольная индукционная плита, напольная индукционка, промышленная, профессиональная, плита индукционная hendi, 239230, хенд",індукційна,https://labresta.com.ua/plyta-induktsiina-239230-hendi-2000/
651340510,descr_full,Плита індукційна зі склокерамічною поверхнею. Дуже тонкий корпус (32 мм) з рамою з нержавіючої сталі Склокерамічне покриття Сенсорое управління Призначена для індукційних каструль діаметром до 260 мм ,"індукційна, зі, склокерамічною, нержавіючої, сталі, Склокерамічне, управління, індукційних, діаметром, Потужність",https://labresta.com.ua/plyta-induktsiina-239230-hendi-2000/
664269839,mod_name,Плита індукційна Hendi 3500 D 239711,індукційна,https://labresta.com.ua/plyta-induktsiina-hendi-3500-d-239711/
664269839,meta_keys,"индукционка, індукційна плита, индукционная плита, стеклокерамическая плита, напольная индукционная плита, напольная индукционка, промышленная, профессиональная, плита индукционная hendi kitchen line,",індукційна,https://labresta.com.ua/plyta-induktsiina-hendi-3500-d-239711/
664269839,descr_full,"Плита індукційна зі склокерамічною поверхнею. Сенсорна регулювання потужності, температури і часу Корпус виконаний з нержавіючої сталі Захист від перегріву, наявність вентиляторів Жироуловлювальний фі","індукційна, зі, склокерамічною, потужності, і, нержавіючої, сталі, від, перегріву, наявність",https://labresta.com.ua/plyta-induktsiina-hendi-3500-d-239711/
847576529,mod_name,Плита індукційна FROSTY G35-KP2 настільна,"індукційна, настільна",https://labresta.com.ua/plyta-induktsiina-frosty-g35-kp2-nastilna/
847576529,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, frosty bt e35, промышленная, профессиональная, g35 kp2, g35, kp2, 35, фрости, плита, индукционная",індукційна,https://labresta.com.ua/plyta-induktsiina-frosty-g35-kp2-nastilna/
847576529,descr_full,Плита індукційна професійна зі склокерамічною поверхнею. Корпус із неіржавкої сталі. Індукційна зона для посуду діаметром від 120 мм до 300 мм Захист від перегрівання Комбінована панель керування Тайм,"індукційна, професійна, зі, склокерамічною, із, неіржавкої, сталі, Індукційна, діаметром, від",https://labresta.com.ua/plyta-induktsiina-frosty-g35-kp2-nastilna/
847590768,mod_name,Плита індукційна WOK FROSTY G35-KA18 настільна,"індукційна, настільна",https://labresta.com.ua/plyta-induktsiina-wok-frosty-g35-ka18-nastilna/
847590768,meta_keys,"индукционка, індукційна плита, настольная, стеклокерамическая плита, wok, вок, плита wok, плита индукционная wok, плита вок, плита вог, frosty bt d35, промышленная, профессиональная, g35 ka18, g35, ka","індукційна, фрості",https://labresta.com.ua/plyta-induktsiina-wok-frosty-g35-ka18-nastilna/
847590768,descr_full,"Плита індукційна WOK зі склокерамічною поверхнею. У комплекті сковорода WOK Ø 400 мм (модель PA400A), яка виготовлена з 3-шарового матеріалу з двома ручками, кришка з неіржавкої сталі, поверхня поліро","індукційна, зі, склокерамічною, комплекті, матеріалу, неіржавкої, сталі, полірована, Технічні, із",https://labresta.com.ua/plyta-induktsiina-wok-frosty-g35-ka18-nastilna/
883848263,mod_name,Плита індукційна FROSTY 35-KP6,індукційна,https://labresta.com.ua/plyta-induktsiina-frosty-35-kp6/
883848263,meta_keys,"индукционка, індукційна плита, напольная, индукционная плита, стеклокерамическая плита, FROSTY, промышленная, профессиональная, 35-KP6, 35, KP6, KP, 6, конфорок, шесть, индукционная, плита, фрости, фр","індукційна, фрості, індукційна, індукціонна",https://labresta.com.ua/plyta-induktsiina-frosty-35-kp6/
883848263,descr_full,"Плита індукційна підлогова зі склокерамічною поверхнею на 6 конфорок. Корпус із неіржавкої сталі. Конфорки розміром 300х300 мм по 3,5 кВт Діаметр посуду від 120 до 300 мм Захист від перегрівання, сист","індукційна, підлогова, зі, склокерамічною, із, неіржавкої, сталі, розміром, Діаметр, від",https://labresta.com.ua/plyta-induktsiina-frosty-35-kp6/
885003485,mod_name,Плита індукційна Bartscher 105843,індукційна,https://labresta.com.ua/plyta-induktsiina-bartscher-105843/
885003485,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, Bartscher 105843, Bartscher, 105843, плита, плитка, индукционная, індукція, інд","індукційна, індукція, індукційна, професійна",https://labresta.com.ua/plyta-induktsiina-bartscher-105843/
885003485,descr_full,Плита індукційна настільна на одну конфорку. Корпус виготовлений із неіржавкої сталі Поверхня — скло. Сенсорна панель керування з цифровою індикацією. Таймер. 10 рівнів нагрівання (500- 3500 Вт). 10 р,"індукційна, настільна, із, неіржавкої, сталі, індикацією, рівнів, нагрівання, рівнів, Діапазон",https://labresta.com.ua/plyta-induktsiina-bartscher-105843/
1009168031,meta_keys,"плита газовая, плита на газу, плита на газе, пимак, плита газовая пимак, пімак, плита пімак, газова пліта, газова плита, плита настольная, газ плита настольная, газовый контроллер, goodfood, gp2, гудф","пімак, пімак, пліта",https://labresta.com.ua/plyta-hazova-goodfood-gp2-2-konf./
1069203849,meta_keys,"индукционка, індукційна, плита, индуционная, настольная, промышленная, профессиональная, печка, Saro FINJA, Saro, FINJA",індукційна,https://labresta.com.ua/plyta-induktsiina-saro-finja-nastilna/
1112316637,mod_name,Плита індукційна REEDNEE WOK AMCD108W,індукційна,https://labresta.com.ua/plyta-induktsiina-reednee-wok-amcd108w/
1112316637,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, ewt inox, промышленная, профессиональная, ewt inox wok amcd108w, wok amcd108w, wok, amcd108w, вок, amcd, 108, w",індукційна,https://labresta.com.ua/plyta-induktsiina-reednee-wok-amcd108w/
1112316637,descr_full,Плита індукційна REEDNEE WOK AMCD108W на одну конфорку. Корпус виготовлений із неіржавкої сталі Поверхня — скло. Максимальне навантаження на скло 40 кг. Таймер Цифровий дисплей Діапазон температури 60,"індукційна, із, неіржавкої, сталі, Діапазон, від, перегрівання, Потужність, Габаритні, розміри",https://labresta.com.ua/plyta-induktsiina-reednee-wok-amcd108w/
1133435787,mod_name,"Плита індукційна HURAKAN HKN-ICF70D (2х3,5 кВт)",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf70d-2kh35-kvt/
1133435787,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf70d-2kh35-kvt/
1133435787,descr_full,Плита індукційна HURAKAN HKN-ICF70D двокомфоркова. Габарити: 660x396x110 мм. Кількість конфорок: 2. Матеріал корпусу: неіржавка сталь. Температурний режим: 60°С-280°С. Дві зони нагрівання. 13 рівнів п,"індукційна, Кількість, Матеріал, неіржавка, Дві, нагрівання, рівнів, потужності, нагрівання, від",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf70d-2kh35-kvt/
1133439835,mod_name,"Плита індукційна HURAKAN HKN-ICF70D2V (2х3,5 кВт)",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf70d2v-2kh35-kvt/
1133439835,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf70d2v-2kh35-kvt/
1133439835,descr_full,Плита індукційна HURAKAN HKN-ICF70D2V двокомфоркова. Габарити: 660x396x110 мм. Кількість конфорок: 2. Матеріал корпусу: неіржавка сталь. Температурний режим: 60°С-280°С. Дві зони нагрівання. Дві вилки,"індукційна, Кількість, Матеріал, неіржавка, Дві, нагрівання, Дві, комплекті, рівнів, потужності",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf70d2v-2kh35-kvt/
1133445039,mod_name,"Плита індукційна HURAKAN HKN-ICF35Dx47 (4х3,5 кВт)",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35dx47-4kh35-kvt/
1133445039,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35dx47-4kh35-kvt/
1133445039,descr_full,Плита індукційна HURAKAN HKN-ICF35Dx47 чотириконфоркова. Габарити: 700x830x140 мм. Кількість конфорок: 4. Матеріал корпусу: неіржавка сталь. Температурний режим: +60°С...+240°С. 4 зони нагрівання. Зах,"індукційна, Кількість, Матеріал, неіржавка, нагрівання, від, перегрівання, із, потужність",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35dx47-4kh35-kvt/
1133450602,mod_name,"Плита індукційна вок Hurakan HKN-ICW50D WOK з електронним управлінням, 5000w","індукційна, управлінням",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icw50d-wok-5-kvt/
1133450602,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icw50d-wok-5-kvt/
1133450602,descr_full,Плита індукційна HURAKAN HKN-ICW50D WOK однокомфоркова. Габарити: 500x410x200 мм. Кількість конфорок: 1. Матеріал корпусу: нержавіюча сталь. Одна зона нагрівання. 5 рівнів потужності нагрівання. Захис,"індукційна, Кількість, Матеріал, нержавіюча, нагрівання, рівнів, потужності, нагрівання, від, перегрівання",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icw50d-wok-5-kvt/
1133453759,mod_name,"Плита індукційна вок Hurakan HKN-ICW35M WOK з механічним управлінням, 3500w","індукційна, механічним, управлінням",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icw35m-wok-35-kvt/
1133453759,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icw35m-wok-35-kvt/
1133453759,descr_full,"Плита індукційна HURAKAN HKN-ICW35M WOK однокомфоркова. Габарити: 350х450х200 мм. Скло: діаметр 280 мм, глибина 42 мм, товщина 4 мм. Кількість конфорок: 1. Матеріал корпусу: нержавіюча сталь. Температ","індукційна, діаметр, Кількість, Матеріал, нержавіюча, нагрівання, рівнів, потужності, нагрівання, від",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icw35m-wok-35-kvt/
1133455719,mod_name,"Плита індукційна HURAKAN HKN-ICF35D (3,5 кВт)",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35d-35-kvt/
1133455719,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35d-35-kvt/
1133455719,descr_full,Плита індукційна HURAKAN HKN-ICF35D однокомфоркова. Габарити: 328х396х110 мм. Кількість конфорок: 1. Матеріал корпусу: неіржавка сталь. Температурний режим: 60°С-280°С. Одна зона нагрівання. 13 рівнів,"індукційна, Кількість, Матеріал, неіржавка, нагрівання, рівнів, потужності, нагрівання, від, перегрівання",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35d-35-kvt/
1133458969,mod_name,"Плита індукційна Hurakan HKN-ICF50D з електронним управлінням, 5000w","індукційна, управлінням",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf50d-5-kvt/
1133458969,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf50d-5-kvt/
1133458969,descr_full,Плита індукційна HURAKAN HKN-ICF50D однокомфоркова. Габарити: 500x410x200 мм. Кількість конфорок: 1. Матеріал корпусу: неіржавка сталь. Одна зона нагрівання. 5 рівнів потужності нагрівання. Захист від,"індукційна, Кількість, Матеріал, неіржавка, нагрівання, рівнів, потужності, нагрівання, від, перегрівання",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf50d-5-kvt/
1133459624,mod_name,"Плита індукційна HURAKAN HKN-ICF35M (3,5 кВт)",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35m-35-kvt/
1133459624,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35m-35-kvt/
1133459624,descr_full,Плита індукційна HURAKAN HKN-ICF35M однокомфоркова. Габарити: 326х415х110 мм. Кількість конфорок: 1. Матеріал корпусу: неіржавка сталь. Температурний режим: 60°С-280°С. Одна зона нагрівання. 13 рівнів,"індукційна, Кількість, Матеріал, неіржавка, нагрівання, рівнів, потужності, нагрівання, від, перегрівання",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35m-35-kvt/
1133460763,mod_name,"Плита індукційна HURAKAN HKN-ICF35T (3,5 кВт)",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35t-35-kvt/
1133460763,meta_keys,"индукционка, індукційна плита, настольная, индукционная плита, стеклокерамическая плита, промышленная, профессиональная, skvara sif 4 8, напольная индукционная плита, плита индукционная skvara, huraka",індукційна,https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35t-35-kvt/
1133460763,descr_full,Плита індукційна HURAKAN HKN-ICF35T однокомфоркова. Габарити: 340х423х130 мм. Кількість конфорок: 1. Матеріал корпусу: нержавіюча сталь. Температурний режим: 60°С-280°С. Одна зона нагрівання. 13 рівні,"індукційна, Кількість, Матеріал, нержавіюча, нагрівання, рівнів, потужності, нагрівання, від, перегрівання",https://labresta.com.ua/plyta-induktsiina-hurakan-hkn-icf35t-35-kvt/
1136180326,mod_name,Плита індукційна INDOKOR IN3500 настільна,"індукційна, настільна",https://labresta.com.ua/plyta-induktsiina-indokor-in3500-nastilna/
